ImageID,Source,LabelName,Confidence,XMin,XMax,YMin,YMax,IsOccluded,IsTruncated,IsGroupOf,IsDepiction,IsInside,XClick1X,XClick2X,XClick3X,XClick4X,XClick1Y,XClick2Y,XClick3Y,XClick4Y
00010bf498b64bab,xclick,/m/01bjv,1,0.15625,0.37125,0.269188,0.705228,0,0,0,0,0,0.274375,0.37125,0.311875,0.15625,0.269188,0.493882,0.705228,0.521691
0007eeeabf3c5e5c,xclick,/m/01bjv,1,0.156875,0.720625,0.252222,0.733333,0,0,0,0,0,0.60625,0.156875,0.720625,0.375625,0.252222,0.605556,0.664444,0.733333
000812dcf304a8e7,xclick,/m/01bjv,1,0.059375,0.84875,0.029936,0.95866,0,0,0,0,0,0.4925,0.84875,0.184375,0.059375,0.029936,0.310763,0.95866,0.444761
0011d11a6a5ab5ad,xclick,/m/01bjv,1,0.03125,0.4025,0.114452,0.392823,0,0,0,0,0,0.23625,0.4025,0.221875,0.03125,0.114452,0.28904,0.392823,0.341416
0015ed86d644a332,xclick,/m/01bjv,1,0.31,0.95,0.389568,0.895681,0,0,0,0,0,0.7575,0.95,0.6375,0.31,0.389568,0.506927,0.895681,0.647922
00166578c691cd43,xclick,/m/01bjv,1,0.150833,0.805833,0.2725,0.73125,0,0,0,0,0,0.704167,0.805833,0.724167,0.150833,0.2725,0.40125,0.73125,0.4
00192c1070c51ae3,xclick,/m/01bjv,1,0.27125,0.835,0.093809,0.82833,0,0,0,0,0,0.525,0.6125,0.27125,0.835,0.093809,0.82833,0.712946,0.606942
002521102ecfac4c,xclick,/m/01bjv,1,0.294167,0.863333,0.335625,0.885625,0,0,0,0,0,0.64,0.863333,0.740833,0.294167,0.335625,0.53375,0.885625,0.5725
002aeab534f0007a,xclick,/m/01bjv,1,0.215,0.2475,0.416667,0.464167,0,0,0,0,0,0.2275,0.215,0.2475,0.243125,0.416667,0.456667,0.4375,0.464167
002c48dd05cc3b85,xclick,/m/01bjv,1,0.081875,0.961875,0.059099,0.941839,0,0,0,0,0,0.799375,0.961875,0.7375,0.081875,0.059099,0.484053,0.941839,0.814259
002d8e9b02252a4c,xclick,/m/01bjv,1,0.220625,0.7675,0.040833,0.775833,0,0,0,0,0,0.53375,0.7675,0.54,0.220625,0.040833,0.295833,0.775833,0.316667
00347f583cd63d8f,xclick,/m/01bjv,1,0.275,0.938125,0.4475,0.7975,0,0,0,0,0,0.473125,0.275,0.53625,0.938125,0.4475,0.568333,0.7975,0.678333
0045d88407bab692,xclick,/m/01bjv,1,0.063125,0.895,0.094167,0.935,0,0,0,0,0,0.3425,0.895,0.6975,0.063125,0.094167,0.599167,0.935,0.76
00465a3f459800fc,xclick,/m/01bjv,1,0.50875,0.615625,0.697936,0.908068,0,0,0,0,0,0.569375,0.54,0.50875,0.615625,0.697936,0.908068,0.734522,0.74015
004b1e697e3ffdf9,xclick,/m/01bjv,1,0.176875,0.808125,0.281426,0.795497,0,0,0,0,0,0.605625,0.808125,0.59,0.176875,0.281426,0.666041,0.795497,0.525328
004e03d45963728e,xclick,/m/01bjv,1,0.290625,0.71625,0.243192,0.797183,0,0,0,0,0,0.558125,0.71625,0.575,0.290625,0.243192,0.551174,0.797183,0.613146
004e1464d275c6c9,xclick,/m/01bjv,1,0.154375,0.26375,0.485625,0.601875,0,0,0,0,0,0.229375,0.154375,0.2075,0.26375,0.485625,0.550625,0.601875,0.58625
004e1464d275c6c9,xclick,/m/01bjv,1,0.268125,0.711875,0.411875,0.785625,0,0,0,0,0,0.523125,0.268125,0.711875,0.475625,0.411875,0.655,0.58375,0.785625
004e5085b8127281,xclick,/m/01bjv,1,0.09375,0.883125,0.174167,0.808333,0,0,0,0,0,0.25375,0.09375,0.883125,0.455,0.174167,0.724167,0.705,0.808333
