ImageID,Source,LabelName,Confidence,XMin,XMax,YMin,YMax,IsOccluded,IsTruncated,IsGroupOf,IsDepiction,IsInside,XClick1X,XClick2X,XClick3X,XClick4X,XClick1Y,XClick2Y,XClick3Y,XClick4Y
00002f4ff380c64c,xclick,/m/0199g,1,0.168889,0.402963,0.64823,0.873894,0,0,0,0,0,0.268148,0.168889,0.208889,0.402963,0.64823,0.803097,0.873894,0.809735
00002f4ff380c64c,xclick,/m/0199g,1,0.414815,0.659259,0.654867,0.887168,0,0,0,0,0,0.608889,0.414815,0.494815,0.659259,0.887168,0.79646,0.654867,0.803097
000c4e51b1a9b8f7,xclick,/m/0199g,1,0.834375,0.880625,0.560037,0.650094,0,0,0,0,0,0.8525,0.834375,0.8575,0.880625,0.650094,0.578799,0.560037,0.640713
000f70501d048ef7,activemil,/m/0199g,1,0.640625,0.88125,0.211297,0.891213,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
001503233549730c,xclick,/m/0199g,1,0.407708,0.612576,0.492378,0.835366,0,0,0,0,0,0.440162,0.407708,0.612576,0.517241,0.492378,0.739329,0.551829,0.835366
001781cdcb61400b,xclick,/m/0199g,1,0.5,0.643125,0.56,0.688333,0,0,0,0,0,0.53875,0.5,0.643125,0.53875,0.56,0.624167,0.6225,0.688333
001df30e84a5a97f,xclick,/m/0199g,1,0.321477,0.596443,0.468978,0.773723,0,0,0,0,0,0.413133,0.321477,0.363885,0.596443,0.468978,0.722628,0.773723,0.711679
002f2d008de2f535,xclick,/m/0199g,1,0.60045,0.956522,0.026667,0.994667,0,0,0,0,0,0.60045,0.668666,0.956522,0.677661,0.817333,0.994667,0.234667,0.026667
003d6a9ba866c4eb,xclick,/m/0199g,1,0.085625,0.960625,0.179415,0.932011,0,0,0,0,0,0.085625,0.711875,0.960625,0.806875,0.692162,0.179415,0.667611,0.932011
003d6b0960cb3e2b,xclick,/m/0199g,1,0.848576,0.94003,0.856,0.93,0,0,0,0,0,0.896552,0.848576,0.94003,0.917541,0.856,0.892,0.9,0.93
004853fe7579627e,xclick,/m/0199g,1,0.396875,0.575781,0.352083,0.803125,0,0,0,0,0,0.502344,0.396875,0.575781,0.545312,0.352083,0.594792,0.548958,0.803125
004afd0c3cb926ab,xclick,/m/0199g,1,0.08,0.88875,0.04,0.899167,0,0,0,0,0,0.15,0.08,0.88875,0.1775,0.04,0.8125,0.431667,0.899167
004cb569de00934c,xclick,/m/0199g,1,0.881875,0.925625,0.708333,0.871667,0,0,0,0,0,0.913125,0.881875,0.90125,0.925625,0.871667,0.829167,0.708333,0.834167
0055a449c414ef9e,xclick,/m/0199g,1,0.113314,0.752597,0.013125,0.939375,0,0,0,0,0,0.444759,0.113314,0.423985,0.752597,0.013125,0.268125,0.939375,0.1575
0061abb86f6f9797,xclick,/m/0199g,1,0.32125,0.73375,0.208333,0.913333,0,0,0,0,0,0.628125,0.73375,0.661875,0.32125,0.208333,0.785833,0.913333,0.506667
006be4a4e79e12d5,xclick,/m/0199g,1,0.402344,0.592448,0.874023,0.986328,0,0,0,0,0,0.542969,0.402344,0.434896,0.592448,0.874023,0.932617,0.986328,0.955078
006fcabebcf65380,xclick,/m/0199g,1,0.338125,0.74125,0.531667,0.955,0,0,0,0,0,0.338125,0.436875,0.74125,0.65125,0.7625,0.531667,0.823333,0.955
007a3aae79a10a6c,xclick,/m/0199g,1,0.196875,0.805625,0.106942,0.899625,0,0,0,0,0,0.196875,0.446875,0.805625,0.3575,0.582552,0.106942,0.653846,0.899625
007dd9372c1d4088,xclick,/m/0199g,1,0.085625,0.93375,0.017425,0.984511,0,0,0,0,0,0.24625,0.93375,0.085625,0.71,0.017425,0.719264,0.111326,0.984511
007ddcced8b5be79,xclick,/m/0199g,1,0.5025,0.89625,0.205833,0.803333,0,0,0,0,0,0.65,0.5025,0.799375,0.89625,0.803333,0.259167,0.205833,0.438333
008a2dd76102b748,xclick,/m/0199g,1,0.025,0.115625,0.619699,0.76539,0,0,0,0,0,0.051875,0.025,0.115625,0.095625,0.619699,0.71067,0.712038,0.76539
008cd942c971fe1a,xclick,/m/0199g,1,0.593125,0.969375,0.361458,0.715625,0,0,0,0,0,0.59875,0.593125,0.969375,0.855,0.715625,0.361458,0.5375,0.657292
0090c9b776a557fb,xclick,/m/0199g,1,0.197522,0.875364,0.541875,0.90875,0,0,0,0,0,0.197522,0.427843,0.875364,0.739067,0.80375,0.541875,0.783125,0.90875
009b30b23a5befc3,xclick,/m/0199g,1,0.432617,0.685547,0.491379,0.965517,0,0,0,0,0,0.598633,0.685547,0.601562,0.432617,0.491379,0.577586,0.965517,0.66092
009eaaa14af6f296,xclick,/m/0199g,1,0.145,0.80875,0.135699,0.823591,0,0,0,0,0,0.145,0.701875,0.80875,0.44625,0.375783,0.135699,0.330898,0.823591
009f745b52e89d5c,xclick,/m/0199g,1,0.481875,0.6,0.584167,0.719167,0,0,0,0,0,0.554375,0.481875,0.6,0.50625,0.584167,0.6675,0.646667,0.719167
00a11d5892e6ac29,xclick,/m/0199g,1,0.15918,0.785156,0.340909,0.949675,0,0,0,0,0,0.785156,0.580078,0.15918,0.287109,0.746753,0.340909,0.738636,0.949675
00a601de77fe40ce,xclick,/m/0199g,1,0.04125,0.949375,0.107517,0.920455,0,0,0,0,0,0.27,0.04125,0.949375,0.7675,0.107517,0.641608,0.653846,0.920455
00a7a03f0d75b433,xclick,/m/0199g,1,0.12375,0.85875,0.014444,0.936667,0,0,0,0,0,0.368125,0.12375,0.72875,0.85875,0.014444,0.61,0.936667,0.707778
00aeae02541ecc2e,xclick,/m/0199g,1,0.10375,0.91875,0.175,0.745,0,0,0,0,0,0.91875,0.10375,0.121875,0.47375,0.680833,0.48,0.175,0.745
00b8e1731d4fe022,xclick,/m/0199g,1,0.606875,0.809375,0.793125,0.943125,0,0,0,0,0,0.7275,0.809375,0.610625,0.606875,0.793125,0.881875,0.796875,0.943125
00bdfe164d09e786,xclick,/m/0199g,1,0.518125,0.725625,0.47875,0.60625,0,0,0,0,0,0.725625,0.659375,0.518125,0.68,0.575625,0.47875,0.56375,0.60625
00c0ae5cf9a8fc5e,xclick,/m/0199g,1,0.2425,0.7975,0.338192,0.938776,0,0,0,0,0,0.2425,0.615,0.7975,0.66625,0.472303,0.338192,0.730321,0.938776
00c5acc1534ca7a0,xclick,/m/0199g,1,0.300625,0.55125,0.505,0.748333,0,0,0,0,0,0.376875,0.300625,0.340625,0.55125,0.505,0.676667,0.748333,0.675
00d6aae9529521f2,xclick,/m/0199g,1,0.19,0.789375,0.226667,0.9375,0,0,0,0,0,0.19,0.210625,0.789375,0.628125,0.47,0.226667,0.78,0.9375
00d6e208e61b824c,xclick,/m/0199g,1,0.198693,0.833987,0.286839,0.730034,0,0,0,0,0,0.366013,0.198693,0.538562,0.833987,0.286839,0.384702,0.730034,0.577053
00dc4c2a55a0c32b,xclick,/m/0199g,1,0.36625,0.7175,0.448405,0.963415,0,0,0,0,0,0.4925,0.36625,0.7175,0.63375,0.448405,0.748593,0.819887,0.963415
00dd7bfce34210a0,xclick,/m/0199g,1,0.265,0.40625,0.643527,0.84334,0,0,0,0,0,0.31375,0.265,0.296875,0.40625,0.643527,0.787992,0.84334,0.755159
00e3d03cfff2b7a1,xclick,/m/0199g,1,0.39875,0.838125,0.338333,0.765833,0,0,0,0,0,0.490625,0.39875,0.838125,0.72875,0.338333,0.5525,0.6225,0.765833
00e5a35c3d7b50af,xclick,/m/0199g,1,0.600625,0.7875,0.475,0.9175,0,0,0,0,0,0.681875,0.600625,0.606875,0.7875,0.9175,0.48,0.475,0.4925
00e9982e9c9dde25,xclick,/m/0199g,1,0.008,0.99,0.139466,0.982196,0,0,0,0,0,0.99,0.701,0.008,0.189,0.71365,0.139466,0.695846,0.982196
00eaf2eced366517,xclick,/m/0199g,1,0.042222,0.957778,0.01125,0.900625,0,0,0,0,0,0.042222,0.423333,0.957778,0.311111,0.273125,0.01125,0.34125,0.900625
00efcda626c858c4,xclick,/m/0199g,1,0.47875,0.73,0.508368,0.809623,0,0,0,0,0,0.675625,0.540625,0.47875,0.73,0.809623,0.508368,0.680962,0.717573
00f4358b7bf03f04,xclick,/m/0199g,1,0.0475,0.58,0.37625,0.81625,0,0,0,0,0,0.364167,0.0475,0.458333,0.58,0.37625,0.5725,0.81625,0.64375
00f640154db6e39b,xclick,/m/0199g,1,0.156752,0.845137,0.568125,0.833125,0,0,0,0,0,0.367328,0.156752,0.740321,0.845137,0.568125,0.745,0.833125,0.735
