ImageID,Source,LabelName,Confidence,XMin,XMax,YMin,YMax,IsOccluded,IsTruncated,IsGroupOf,IsDepiction,IsInside,XClick1X,XClick2X,XClick3X,XClick4X,XClick1Y,XClick2Y,XClick3Y,XClick4Y
00006b13c052138f,xclick,/m/079cl,1,0.151875,0.204375,0.160413,0.409944,0,0,0,0,0,0.17,0.151875,0.204375,0.16375,0.160413,0.23546,0.239212,0.409944
000136267745ca7d,xclick,/m/079cl,1,0.358333,0.448333,0.118889,0.678889,0,0,0,0,0,0.404167,0.448333,0.373333,0.358333,0.118889,0.438889,0.678889,0.676667
00023c0651d2d070,xclick,/m/079cl,1,0.776875,0.906875,0.310445,0.5,0,0,0,0,0,0.776875,0.8375,0.906875,0.83125,0.413926,0.310445,0.464217,0.5
00030c201d93f2ca,xclick,/m/079cl,1,0.263333,0.508333,0.00375,0.918125,0,0,0,0,0,0.263333,0.508333,0.4175,0.4675,0.8725,0.918125,0.918125,0.00375
0003449590e7115b,xclick,/m/079cl,1,0.401667,0.998333,0.08375,0.99875,0,0,0,0,0,0.561667,0.998333,0.713333,0.401667,0.08375,0.9475,0.99875,0.4325
00050b668cad53d8,xclick,/m/079cl,1,0.553691,0.620805,0.004587,0.077982,0,0,0,0,0,0.553691,0.568792,0.620805,0.620805,0.058104,0.077982,0.004587,0.004587
00050b668cad53d8,xclick,/m/079cl,1,0.654362,0.775168,0.11315,0.227829,0,0,0,0,0,0.654362,0.70302,0.739933,0.775168,0.192661,0.227829,0.11315,0.146789
00050b668cad53d8,xclick,/m/079cl,1,0.813758,0.998322,0.223242,0.490826,0,0,0,0,0,0.813758,0.902685,0.998322,0.993289,0.327217,0.490826,0.41896,0.223242
0005fea824768abf,xclick,/m/079cl,1,0.51,0.59625,0.0,0.184211,0,0,0,0,0,0.51,0.54125,0.59625,0.52875,0.003759,0.0,0.148496,0.184211
00074c377e2f879c,xclick,/m/079cl,1,0.55,0.606875,0.56,0.630833,0,0,0,0,0,0.56125,0.55,0.60125,0.606875,0.56,0.591667,0.630833,0.5675
00074c377e2f879c,xclick,/m/079cl,1,0.553125,0.6025,0.643333,0.679167,0,0,0,0,0,0.555625,0.6025,0.59875,0.553125,0.643333,0.655,0.679167,0.658333
00074c377e2f879c,xclick,/m/079cl,1,0.55875,0.59375,0.729167,0.7775,0,0,0,0,0,0.59375,0.55875,0.565,0.5925,0.729167,0.729167,0.7775,0.730833
00074c377e2f879c,xclick,/m/079cl,1,0.56625,0.6025,0.493333,0.54,0,0,0,0,0,0.60125,0.56625,0.6,0.6025,0.493333,0.506667,0.54,0.498333
00078c8fcb0de706,xclick,/m/079cl,1,0.0,0.043125,0.241088,0.569418,0,0,0,0,0,0.0,0.03125,0.043125,0.000625,0.401501,0.241088,0.385553,0.569418
0007bb83473fb051,xclick,/m/079cl,1,0.090909,0.979167,0.0,0.999375,0,0,0,0,0,0.811553,0.979167,0.412879,0.090909,0.0,0.0825,0.999375,0.990625
000863c0502eca7e,xclick,/m/079cl,1,0.540039,0.65918,0.03125,0.428385,0,0,0,0,0,0.599609,0.583984,0.540039,0.65918,0.03125,0.428385,0.063802,0.165365
00098ec014e62426,xclick,/m/079cl,1,0.379375,0.581875,0.138333,0.858333,0,0,0,0,0,0.450625,0.581875,0.574375,0.379375,0.138333,0.725833,0.858333,0.741667
000b1971d8daaeef,xclick,/m/079cl,1,0.535,0.565,0.35936,0.558796,0,0,0,0,0,0.555625,0.545625,0.535,0.565,0.35936,0.558796,0.458137,0.463782
000b76a9b80ba43a,xclick,/m/079cl,1,0.04125,0.24375,0.347778,0.66,0,0,0,0,0,0.079375,0.04125,0.133125,0.24375,0.347778,0.484444,0.66,0.621111
000b76a9b80ba43a,xclick,/m/079cl,1,0.2375,0.40875,0.404444,0.653333,0,0,0,0,0,0.325625,0.2375,0.334375,0.40875,0.404444,0.466667,0.653333,0.603333
000b76a9b80ba43a,xclick,/m/079cl,1,0.370625,0.476875,0.423333,0.638889,0,0,0,0,0,0.41125,0.370625,0.4475,0.476875,0.423333,0.486667,0.638889,0.616667
000b76a9b80ba43a,xclick,/m/079cl,1,0.4475,0.62,0.417778,0.643333,0,0,0,0,0,0.50625,0.4475,0.5,0.62,0.417778,0.468889,0.643333,0.575556
